RMSE,testR2
0.5568984913406421,0.4275881608367651
0.5651925707500405,0.4195426107930952
0.5508540100554248,0.44748190722865844
0.569279011504916,0.4151484675985463
0.5579903377054017,0.43664663824734595
0.5655180948964125,0.42576808792299004
0.550695958878676,0.42715170171873074
0.556235048252831,0.44846904175930813
0.5605960009197164,0.40696207684424723
0.5539432977759622,0.43268905192058815
0.5434239435945477,0.46163988304804804
0.5477108360502763,0.42954426975268656
0.5558536198416386,0.4586688698551894
0.5722393060616832,0.41769494149900877
0.5655648432397091,0.424490001868142
0.562025897499771,0.43012148882719226
0.5550214796535526,0.4261076772008233
0.5582496559586742,0.437334015561081
0.5611591668498477,0.42999962706254824
0.5509674700594732,0.4391087404553712
0.5679170772637607,0.41954247743233397
0.5608119207816366,0.429664026088032
0.5544717050116709,0.42860046148294506
0.5694577672880919,0.3991630276818613
0.565192965358879,0.4107044666743933
0.5599482448830616,0.4253100391559199
0.56532459328621,0.4090856641040225
0.5617349911637053,0.4190725386619706
0.5644847290582252,0.4336091914038359
0.5566651657035587,0.4299294691866844
0.5609961845265156,0.4171288869706281
0.5601399236717974,0.43859456007146236
0.5629385461663704,0.4231032090921302
0.5559172561780191,0.4373900365096709
0.5510686761844081,0.4429334877764648
0.5502560847537005,0.44546288097847697
0.5634767986910765,0.4167261361080724
0.5519226175082261,0.43232866419074656
0.5659830850721203,0.42498398085674494
0.5628209150018743,0.42415069754510637
0.5501285060265917,0.4352896500298944
0.5657121218332971,0.426581488870418
0.5577639304128604,0.4261106106815291
0.5595017228912681,0.4449214048180422
0.5547721125460975,0.43348462984224445
0.5583227180846332,0.43282159800978104
0.5665489444947466,0.4168448592965607
0.5594841004840855,0.41980045254296805
0.5593864494908072,0.43829925638459766
0.5635706763845599,0.4280496880785719
0.5500318445712205,0.45059762276288773
0.5603620734975863,0.42114388676282555
0.5591325563115139,0.4254778736020227
0.5563286687806823,0.4392165658943221
0.5633615171009354,0.41014610456134326
0.5535710521641697,0.4320813651543385
0.5596004332677534,0.4311170386929225
0.5433211727545932,0.4392706736782135
0.555671959929126,0.4334661730138306
0.5558230177194926,0.43586247124444366
0.5563819766659412,0.4446552853346861
0.5658241319727202,0.4272514259215928
0.5533188065190722,0.44112516284012004
0.5649722557018156,0.4368100208355499
0.5618524149524445,0.41161030084747197
0.5618909560325832,0.4240800920199065
0.5556395741488317,0.4401872522835035
0.5721645199285141,0.4150774969143264
0.5581822945847414,0.43653435314553346
0.5465201599866597,0.44954917362871905
0.5678859154866471,0.41594097338885516
0.5564906396134753,0.42815671591204385
0.5633293673074192,0.41021534625259126
0.5676893352796936,0.39936841357467734
0.5618271960118315,0.43707189675747216
0.565356608518087,0.4277923569088501
0.5575219620820249,0.43949782155670536
0.5559432066425624,0.44460746955629027
0.5499034323554295,0.4404260528765568
0.5635083801326097,0.4324372361729334
0.558272965620017,0.4417659225997148
0.5484557416541846,0.4618987057093059
0.5615266283946039,0.42488344189024263
0.5638836422295829,0.42289995918000955
0.5539823582687035,0.43213075608110363
0.5478526720618635,0.4535370788618217
0.5565435296322404,0.4339742811517039
0.5554456726366661,0.4432709820471288
0.5639526269913181,0.42970332114539256
0.5536028555805166,0.43523024620916184
0.5591665540537438,0.43378447027455636
0.5590462235537116,0.4241833544966188
0.5564839448083595,0.43286428940656463
0.5635555253414817,0.43881056176421984
0.5608568930109243,0.4109975127608475
0.5517338581903344,0.42980620929380287
0.5534101027621877,0.4216540573056319
0.5581292239435611,0.4149526279037792
0.5613954503251085,0.4229368110692572
0.5600533326779387,0.4323435147060316
0.5682958891422739,0.41934460561245823
0.546517971120526,0.4507889278322521
0.5636538980789609,0.43570575671719625
0.5542622826333004,0.4283519999571751
0.5558521031553492,0.42679555160635385
0.560670123153501,0.41367093242684816
0.5565843041821987,0.4299715342058593
0.5636474136442194,0.4361814206328728
0.5670096006693045,0.430291498579911
0.5604504891745153,0.4225557528832663
0.556208615370352,0.44053203480518976
0.5618503745473002,0.439255390689979
0.5608825308981666,0.4308154281475487
0.565518643514071,0.42734944200589253
0.5631991254228043,0.4296107198369036
0.5666984588452485,0.41145764130077
0.5576927904102101,0.4302748480098578
0.556549674705034,0.4495897440232517
0.5537367020933713,0.44112387174447454
0.5660188852624107,0.4106485464276952
0.5661709257464455,0.4306220119125239
0.5574340261507844,0.4445468084042019
0.5620781756515367,0.4254108954571566
0.5591726413222444,0.43707657619141416
0.5695848114185801,0.41946945706866146
0.5661543430323529,0.4298164455661182
0.5578538605059657,0.4374475445013214
0.5637263991367664,0.4087879428878791
0.578108232546663,0.42082053628358806
0.5567638206863458,0.41884961524814035
0.5574984820797557,0.4347216410826774
0.5630174648178178,0.4238058852764759
0.5596677704836891,0.44406955100183987
0.5629554336052812,0.4273942698749208
0.5553364731599459,0.44185844349453063
0.5542510269686571,0.43042212481322595
0.5688472958787568,0.42789991395449223
0.5620139053779952,0.4315713356577149
0.5626339998732892,0.43013454626927405
0.5595225328500472,0.4340079382685811
0.5668706959556857,0.4145514820765468
0.5656149855884118,0.4324027933974315
0.5498582910805071,0.4346426803310697
0.5523519448338136,0.43221641292332313
0.5519615958345103,0.44575046618606473
0.5589104237964218,0.42060806826574737
0.5626712956658662,0.4321108119064161
0.5656167545995929,0.4210901427860856
0.551924822010498,0.44987597271556623
0.5730349821794704,0.4115431292180922
0.548887442744735,0.4424213882647916
0.5588786321557188,0.4265124613074113
0.5487652488611774,0.4352972935835545
0.5671978780761018,0.4072765447057969
0.5510777904095787,0.43674632728968743
0.5616160394646499,0.41969838381914604
0.5573099428912045,0.44500135431209165
0.5624880006149586,0.4250679406897758
0.5508972722088389,0.43758657764421816
0.5555607228671166,0.44949551539928223
0.5665774164935472,0.4162975973851414
0.5605484349710305,0.41777708942071934
0.5506603349978537,0.44451514432068184
0.5593325986715844,0.4156816419164706
0.5523060638639815,0.44436415652766437
0.5701801863349184,0.42653159508199434
0.5588971774828957,0.4329268284428942
0.5685190908014218,0.42723040215689334
0.5570742920240038,0.4302777413335793
0.5558435765659054,0.43859958856761505
0.5544165282183414,0.4331026041979904
0.5608069590881147,0.4303177212501178
0.5638294932471514,0.4183863001389766
0.569424775578615,0.4189418141094454
0.5514277620311158,0.44548647882197634
0.5619558751884495,0.42103702301199186
0.5622323021186026,0.4371292737996709
0.5650661549313424,0.39816738441047894
0.5633564752044007,0.4115060219891108
0.5719607633020118,0.4169298190947851
0.5573950544814505,0.4483255462822363
0.5616680868472208,0.4195647942112649
0.5722028433629067,0.4119624857149258
0.5506822114332997,0.4616253253867788
0.5674749773846466,0.41314941830150165
0.5634685343594977,0.43372478765947053
0.5639135490767956,0.4148078769625432
0.5617800771553103,0.4278923864563765
0.5583631156689883,0.45336195475074825
0.5517638995870388,0.4388623945757888
0.546408763782867,0.43508361290235587
0.5597190396683503,0.4117498666182009
0.5633232340212407,0.4157990425612559
0.553801355638463,0.42402292152304777
0.5593187340878722,0.4329616937165651
0.5648238034288366,0.42630716923591905
0.5619921711641488,0.4265233968113342
0.5539540082321006,0.4146222140293617
0.5521739079354703,0.42473369321254584
0.5643271869882492,0.4263058230956869
0.5660521156175025,0.4056329936759745
0.5597317612406044,0.4328106070934249
0.5575036636463527,0.4149730946415826
0.5546258319672857,0.4229833494000529
0.5621679462871328,0.4074997908571846
0.5586388334913511,0.43305557586591314
0.5603682460399715,0.42524973303310454
0.5573311002198728,0.4452417080562625
0.5698805839356044,0.3999602024267891
0.5570503769629005,0.4360520976240825
0.5649774150144652,0.41402129392294595
0.5665772623687175,0.42685849726375025
0.5579385213326702,0.4208791497183918
0.5571818570888032,0.4254601038946444
0.5657848113141679,0.4198819519859308
0.5603550164963447,0.42725774145309126
0.5635289357076001,0.41291999931910117
0.5551050202133951,0.44425379712348034
0.5460235060030584,0.4530356069880941
0.5588332924445567,0.43856201739765355
0.5594460314445565,0.4132238175941876
0.5630819081195326,0.42549717078062077
0.5449612504498201,0.45166943077119825
0.5539402581453301,0.437010561511296
0.5551416031274778,0.4357177167769223
0.5672667815907263,0.4120938172545726
0.5562404091446711,0.42609933109016285
0.5555124505162768,0.4353510142632312
0.5624654925120897,0.4224819775837485
0.5586563715074984,0.4335669496135557
0.5613753022097889,0.41843478687807767
0.5528138704750475,0.43262063150658125
0.5602862798465487,0.43216399611386613
0.5568175864027546,0.4423682495621296
0.5685146972280355,0.4266773677530691
0.5553793586198658,0.4277524714801445
0.5528466418819329,0.447802493912577
0.5601237209351748,0.42009402132091644
0.5631883550784038,0.4329954000484908
0.5640393072508723,0.4329284885616549
0.5586116196461302,0.4410019374378653
0.566236750711281,0.4254189010526217
0.5545874892832524,0.4366494293646678
0.5620645752387589,0.41894299158296133
0.5670257565250891,0.4272390870208864
0.5496593922133263,0.43144024796946856
0.5591149053420963,0.42379636048250524
0.5540960156148426,0.43677100023376214
0.5597974216490659,0.4129994632339652
0.5545854051438367,0.433008551463664
0.5665344424215407,0.40980614072913524
0.5629080278406948,0.42854814170408506
0.5587022523676847,0.4382382765689411
0.5563844273128754,0.42232262999947745
0.5596997843557809,0.4305906234177498
0.5590736820451051,0.4345816866579659
0.5655926442410921,0.43627278732768004
0.5620629909557413,0.4258072691193878
0.5615814818225325,0.42915501780178744
0.5644339575139108,0.41659456874695266
0.5558633336750037,0.4350796477699813
0.57059339476342,0.41111866719079637
0.5424693562707282,0.4193640871652743
0.5603457764365296,0.41424300109273293
0.5548956845780233,0.4183813794471598
0.5678434344152108,0.4250851265178124
0.5669078439841787,0.4187334566590193
0.5519433181068002,0.43681955827508356
0.5547780934220671,0.4304309953082692
0.5683484354648473,0.4219849201049485
0.5680886863181569,0.409722153865136
0.5700059365304644,0.4197668952467203
0.5584183089435242,0.42536446604035505
0.5660493640337969,0.44555249482074466
0.5580164066684349,0.42432091609077693
0.560418182958542,0.44359382901905786
0.562275102305453,0.42637981192311836
0.5635531698589851,0.4296044010434523
0.5549355737649768,0.41962100657644086
0.565736523141773,0.41851786533044466
0.562898366221295,0.43250535991558214
0.5544363572934646,0.4348160525337337
0.5592805611029407,0.42893551935478014
0.5622890268855139,0.418557710131222
0.5596391629318805,0.43595392393489585
0.5551431788044439,0.4442626274224757
0.5554357811665713,0.4384889302592817
0.5660996125472402,0.4268762025557895
0.5548919869255838,0.45149518467377325
0.5654856165494876,0.4281503693462565
0.5574080784922664,0.41939383844363964
0.5578382273005462,0.42857613010162277
