RMSE,testR2
0.5262288524253396,0.4889000513684253
0.536764815153543,0.47646522381835443
0.5235163396585394,0.5009616107102144
0.5469221514855851,0.4601833015585549
0.5358839780668282,0.48040007676337715
0.5396530186887881,0.47709410926672735
0.5262269972638878,0.4769272465636831
0.5385177218218332,0.483044459366358
0.5248914329288785,0.48009805233348024
0.5288035185677208,0.48301348776670117
0.5186262995940056,0.5096519964098933
0.5272497377774187,0.47136973281085126
0.5333268568261255,0.5016562288733432
0.5390965015817185,0.4831932002522801
0.5368781761474675,0.48139157959529677
0.527400145001987,0.49817751684212097
0.5300024280537521,0.47668094117780146
0.5376917411838738,0.47801206558149056
0.5407321830441715,0.47074197325139244
0.5248112465237517,0.4910993302346264
0.5413589014263761,0.4725623205214543
0.5287488039064324,0.49301502547366316
0.5241737037458801,0.48934032145803896
0.5369974873627993,0.4657086856198491
0.5392337977370928,0.4635937081621372
0.5351806204604848,0.47502503583729827
0.5409080012282379,0.45902701276091584
0.5333327058368964,0.4763327841842169
0.5413050750870677,0.47916999040499364
0.5287411804829228,0.4856878631828334
0.538284556840766,0.4633680108767886
0.5421067137192871,0.4741605894117691
0.53871156339523,0.47169010580683557
0.5325395506684362,0.4837134113405591
0.5223843650017262,0.4994171798448186
0.5267675045731992,0.49179507811653356
0.5373045005492594,0.4696514376531462
0.5308149999926058,0.4749182114836267
0.5352249892871859,0.4857837417974459
0.5370462017063804,0.4756857177141134
0.5211920749310555,0.4931341222455268
0.5290747565136608,0.49844932316718793
0.5344620590153241,0.4730600760245547
0.5227211839098543,0.515502181863813
0.5232227550403937,0.49608684002747094
0.5262733311042831,0.49606814658320975
0.5356683125992834,0.47868388290121244
0.5312932443403834,0.4767966998141
0.5363842020653962,0.48354430405560733
0.542304200747839,0.4704006267297397
0.5290423914399132,0.4917284375645228
0.5326351148107329,0.47701076920952856
0.5315765344813209,0.48071138469027264
0.5380888029973537,0.47538560328818347
0.5421539054289835,0.45372002794817023
0.5247193366594779,0.48973766285920994
0.5301916961644356,0.4893390071064869
0.5245612914861686,0.4773240811872371
0.5374273687027968,0.47005787807229993
0.5319222466467569,0.48333594917280387
0.5315091505666334,0.4931983403629502
0.5384626320111013,0.48130480561683153
0.5257477518757255,0.4954333499608743
0.5415938368308375,0.482455016509584
0.5378597211011066,0.4607891755879735
0.538863661443916,0.47031728282906193
0.529227886162246,0.4921424839130749
0.5428797676530956,0.47342068466552334
0.5436209470212056,0.4655492441797675
0.523827660478092,0.494311579237774
0.5384168557759433,0.4749848445873752
0.522358247800647,0.49615354144117996
0.5341675948543787,0.46969739615539885
0.5387014066987146,0.4591424263428301
0.5409580857205625,0.47811520035385247
0.5400060187952551,0.4779574418394372
0.5335051903099537,0.4867480089307197
0.5288172072351988,0.4974834891873319
0.5241893014440587,0.4915351553669167
0.5375824974616753,0.4834606899660039
0.5329078523346109,0.49134023261593296
0.5276230265552511,0.5020011458366433
0.5367562083295029,0.4745041237634873
0.5320649953108046,0.48619125988641443
0.5329706148006418,0.47439073956044275
0.5273089531619359,0.49375188227435873
0.5274630643056754,0.4915807380230657
0.5267688770506046,0.499273128386049
0.5363846356167382,0.4840967628211652
0.5247565816222303,0.4925531330717843
0.5346335562152955,0.4823790674917202
0.5328535374170321,0.47687619234696976
0.5363060291523026,0.47324693062018885
0.5427451528925007,0.4794913253560841
0.5409654140569469,0.45203602806711707
0.5291045575712859,0.47561988270268174
0.5270714701099762,0.4753948560109317
0.531569542023291,0.4693090466430473
0.5336303088520771,0.4786053496459054
0.5411296077360614,0.4700566755761283
0.5387603564302083,0.4781319619918346
0.5246417359407932,0.4938770136147669
0.5377170799713977,0.4864434729096776
0.5315736272140473,0.47419478520409963
0.5319651142226546,0.4750023603349134
0.539907001041312,0.4562935126242248
0.5275393305580929,0.4879123269336102
0.5372864038136494,0.48768620830676845
0.5465309311210415,0.47070064185375704
0.5319146969129368,0.4798608613884673
0.531681269247639,0.4887862547472709
0.5379638520535973,0.4859209009327681
0.537938363263893,0.47643051521159074
0.5394842993670428,0.47886114529160684
0.5470670436266889,0.4618188070389754
0.5399003246329512,0.46580374443283257
0.5365763999110899,0.47260201376352384
0.5304280152209258,0.5000442601235138
0.5297286512397493,0.48853506331626007
0.5371185408379962,0.46929545891837043
0.5355910115606992,0.4904672464669161
0.5341535875453973,0.4899734127292179
0.53902333696947,0.4715802058592147
0.5323604433248811,0.48976640810264027
0.5367147987922145,0.4845394716987277
0.5339223204597348,0.492891191666618
0.5349218722219663,0.4827471992703195
0.5292872628477527,0.47881798339704806
0.5467706808026483,0.4819099118894885
0.5293688354205203,0.47463243448797376
0.5269390319217538,0.4949949521042406
0.5385038697094755,0.47288819661646686
0.538866457238421,0.48462640064613804
0.5348657168335874,0.48311112728708594
0.5318658737830608,0.4880397829587644
0.5331390733325438,0.4729872481783183
0.5470421060924571,0.4709190457389144
0.5384635107684617,0.47821161802430345
0.5282972818881368,0.49756817969084055
0.5338401253937151,0.4847741956581315
0.5368769266335028,0.4748659533603171
0.5419895696951441,0.47882893914843205
0.5257479320956548,0.4831356126644317
0.5336575660895696,0.4699993508741922
0.5286340074437541,0.4916090515017839
0.5406737169800773,0.45780121367746074
0.5363217781852414,0.4840531747324235
0.5379796266241523,0.4762813114905149
0.5274183284364574,0.4976444587604296
0.550811361599818,0.4563014844047536
0.522084890789952,0.49554577309871184
0.528136444085828,0.48786878323364713
0.5290597926254524,0.4751246453832728
0.5346689541791647,0.473312691676232
0.5261829868184594,0.4864865547851621
0.5282324704497054,0.48663652909751165
0.53120182671977,0.49578302752962855
0.5287171001673251,0.49203157714582557
0.5303324601682792,0.4787922644393521
0.5300714392966079,0.49885130707073344
0.5390581851713991,0.47162257856862744
0.5400272949638781,0.4596260250810982
0.5249736052019699,0.4951299936700079
0.5316618465435317,0.47206523808187717
0.532120747501064,0.48423601122320536
0.5478818822278317,0.4705083318858696
0.5322648787824922,0.4856829884832865
0.5412583289963646,0.48084261393716543
0.5309138411309119,0.4825301526585727
0.5335613176014682,0.4827074583154357
0.5210753880209277,0.4992358323221169
0.5369853751600914,0.4776869976201762
0.5369850378962382,0.47245025344731895
0.5395219829413771,0.47836683598343455
0.5328394336816116,0.4822410652110818
0.5335369433969764,0.47811435248186784
0.5356001193693763,0.48919115894753706
0.5372003220457887,0.4560616776486385
0.5377666951396943,0.46375501164514155
0.5386313046089648,0.48290357130798944
0.5341336879037067,0.4934100250452502
0.5323570123329612,0.47856496575350904
0.5522661660557191,0.45222540682832857
0.5308391615443544,0.4997254202811736
0.5396223290397464,0.46934295895577327
0.5314201608637128,0.4963089118251184
0.5420075656033045,0.45938995608823086
0.5386870862294658,0.473960702086926
0.5348675182073596,0.4983984614385918
0.5249118767237924,0.49214982274681196
0.5213207199581463,0.4857683146455398
0.5280943995777716,0.4763453102528781
0.52908980159288,0.4846459214222286
0.5344363684532741,0.463599492434838
0.531726803935051,0.48752725489912274
0.5391584630993995,0.477259325240067
0.5482312153998398,0.4542638877658084
0.5292601997566572,0.46564818089610505
0.5250598952409397,0.4798424919531816
0.5425821834239494,0.4696658998426304
0.5342898703866661,0.47046369756981377
0.5313352839005088,0.48890043463767285
0.5355418608077277,0.46015729772576575
0.5202762772241825,0.49224266346861056
0.5327323803354489,0.4679229356530912
0.5328367269474625,0.48421756533820604
0.5265694935730529,0.4924912473416162
0.5343214524230413,0.4901029870893471
0.5386092282339274,0.4640060164824703
0.5301445835324564,0.4892143380132423
0.5404818165825868,0.4637320586975501
0.5388335808932774,0.4816144556648593
0.5342216929606531,0.46906721273977536
0.533889223635177,0.4724925856491822
0.535080430012525,0.4811379074368738
0.5386214030625375,0.47082427556197515
0.537049829809412,0.4667952482992258
0.5373584377748246,0.47921994935738865
0.5224370335824081,0.49926922248354233
0.5317724768500632,0.491619412042284
0.5326498278335647,0.4680881516355847
0.5343883952280297,0.48255635040648404
0.527453446203781,0.4863355839657394
0.5279722521942001,0.4885577679755658
0.5260218190777588,0.49336360811051216
0.5379901448600398,0.471211547503105
0.5358553864748687,0.46739301158937463
0.5238017962759259,0.4979754852467704
0.5362161133416429,0.47512789093411356
0.5354574814000558,0.4796338294150887
0.5276703786621516,0.4861726138671937
0.5273137989102067,0.48375726904054717
0.5302130535925186,0.4914849842198462
0.5313379471006667,0.49223440165112664
0.5388167814688714,0.48501103904429543
0.5311596771623982,0.4765747694646413
0.5308698752701395,0.49083182330594277
0.5386450769190778,0.4637157461736189
0.5373430499497142,0.4838421681113265
0.5392626572606443,0.48165396181209674
0.5340208521110116,0.48913423131431055
0.5373673280045427,0.4825150248911686
0.5230795924179893,0.49884259090356753
0.5306668919358059,0.4820470613999722
0.5382147233569015,0.4839652507932367
0.5259550441981636,0.4794217062892945
0.5291315913906086,0.4839387621391422
0.5292433735919808,0.4861624815704746
0.5337684345731033,0.4663180857023388
0.5342524048134846,0.4738220944871149
